order_id,customer_id,product,amount,order_date,status,order_year_month
2430,523.0,USB Cable,47.0,2025-11-19,cancelled,2025-11
2431,603.0,Charger,48.0,2025-05-17,cancelled,2025-05
2432,295.0,Keyboard,97.0,2025-12-28,pending,2025-12
2433,,Mouse,66.0,2025-11-16,refunded,2025-11
2434,955.0,Laptop,1246.0,2026-03-08,completed,2026-03
2435,382.0,Monitor,427.0,2026-03-09,pending,2026-03
2436,659.0,Mouse,66.0,2026-03-22,cancelled,2026-03
2437,6.0,USB Cable,21.0,2025-10-16,refunded,2025-10
2438,649.0,Charger,60.0,2026-03-24,pending,2026-03
2439,292.0,SSD,143.0,2025-11-09,refunded,2025-11
2440,734.0,Webcam,59.0,2025-12-17,refunded,2025-12
2441,960.0,Monitor,417.0,2025-10-07,refunded,2025-10
2442,,Headphones,181.0,2025-05-07,refunded,2025-05
2443,376.0,SSD,157.0,2026-02-08,pending,2026-02
2444,973.0,Mouse,48.0,2026-01-10,pending,2026-01
2445,557.0,Mouse,62.0,2025-11-01,pending,2025-11
2446,205.0,RAM,79.0,2025-11-20,completed,2025-11
2447,61.0,Charger,72.0,2025-09-30,completed,2025-09
2448,426.0,Headphones,171.0,2025-07-17,pending,2025-07
2449,354.0,Laptop,1224.0,2025-06-03,pending,2025-06
2450,724.0,Mouse,57.0,2025-10-20,refunded,2025-10
2451,359.0,Webcam,79.0,2026-02-20,cancelled,2026-02
2452,576.0,Headphones,170.0,2025-07-22,pending,2025-07
2453,965.0,Laptop,1210.0,2026-01-10,pending,2026-01
2454,795.0,Webcam,74.0,2026-03-16,pending,2026-03
2455,563.0,Keyboard,110.0,2025-06-16,refunded,2025-06
2456,180.0,Mouse,44.0,2025-07-17,pending,2025-07
2457,746.0,Monitor,449.0,2026-03-14,pending,2026-03
2458,334.0,Keyboard,76.0,2025-12-02,pending,2025-12
2459,630.0,Monitor,437.0,2025-09-02,refunded,2025-09
2460,751.0,Charger,76.0,2026-03-09,cancelled,2026-03
2461,656.0,Headphones,155.0,2025-08-21,pending,2025-08
2462,669.0,USB Cable,44.0,2025-04-22,pending,2025-04
2463,554.0,Monitor,410.0,2025-10-15,cancelled,2025-10
2464,743.0,Webcam,97.0,2025-04-20,refunded,2025-04
2465,297.0,Monitor,450.0,2025-08-03,completed,2025-08
2466,260.0,RAM,121.0,2025-09-17,refunded,2025-09
2467,185.0,Webcam,80.0,2025-06-16,refunded,2025-06
2468,451.0,Mouse,25.0,2026-01-05,completed,2026-01
2469,611.0,Webcam,98.0,2025-06-16,refunded,2025-06
2470,,USB Cable,8.0,2026-01-20,pending,2026-01
2471,692.0,Mouse,23.0,2026-03-20,cancelled,2026-03
2472,884.0,Laptop,1225.0,2026-02-25,pending,2026-02
2473,272.0,SSD,141.0,2025-06-21,refunded,2025-06
2474,583.0,Webcam,72.0,2026-02-19,pending,2026-02
2475,900.0,USB Cable,42.0,2025-11-25,cancelled,2025-11
2476,404.0,Laptop,1241.0,2025-11-22,completed,2025-11
2477,310.0,Monitor,449.0,2025-10-31,refunded,2025-10
2478,876.0,RAM,90.0,2026-01-09,completed,2026-01
2479,893.0,Keyboard,78.0,2025-07-27,completed,2025-07
2480,592.0,Keyboard,114.0,2025-05-06,cancelled,2025-05
2481,204.0,Webcam,67.0,2025-08-20,pending,2025-08
2482,934.0,Laptop,1226.0,2025-09-24,refunded,2025-09
2483,704.0,RAM,101.0,2025-05-17,completed,2025-05
2484,408.0,Laptop,1230.0,2025-09-20,pending,2025-09
2485,162.0,Mouse,70.0,2026-02-09,refunded,2026-02
2486,143.0,Laptop,1197.0,2025-06-04,completed,2025-06
2487,108.0,Keyboard,123.0,2025-05-28,pending,2025-05
2488,33.0,Webcam,58.0,2025-09-06,cancelled,2025-09
2489,779.0,Webcam,109.0,2025-05-24,pending,2025-05
2490,748.0,Monitor,392.0,2025-08-24,cancelled,2025-08
2491,346.0,Monitor,424.0,2025-12-29,completed,2025-12
2492,898.0,Headphones,189.0,2025-12-09,completed,2025-12
2493,181.0,Mouse,20.0,2025-09-11,cancelled,2025-09
2494,405.0,SSD,118.0,2025-04-29,cancelled,2025-04
2495,,Keyboard,74.0,2026-02-05,cancelled,2026-02
2496,843.0,RAM,82.0,2026-01-23,cancelled,2026-01
2497,390.0,Mouse,66.0,2025-04-01,completed,2025-04
2498,683.0,RAM,108.0,2025-05-24,cancelled,2025-05
2499,509.0,Laptop,1239.0,2025-04-19,completed,2025-04
2500,146.0,Headphones,152.0,2025-09-28,refunded,2025-09
2501,553.0,USB Cable,24.0,2025-10-03,cancelled,2025-10
2502,867.0,Laptop,1206.0,2025-08-13,completed,2025-08
2503,27.0,Keyboard,95.0,2025-08-25,completed,2025-08
2504,166.0,Webcam,64.0,2025-05-09,refunded,2025-05
2505,635.0,Laptop,1218.0,2025-12-04,completed,2025-12
2506,23.0,Charger,39.0,2025-06-20,pending,2025-06
2507,666.0,Mouse,36.0,2025-07-09,cancelled,2025-07
2508,848.0,Laptop,1204.0,2025-07-25,cancelled,2025-07
2509,18.0,RAM,93.0,2026-01-19,refunded,2026-01
2510,787.0,Webcam,73.0,2025-07-25,refunded,2025-07
2511,67.0,USB Cable,28.0,2025-11-01,cancelled,2025-11
2512,177.0,Monitor,406.0,2025-05-02,refunded,2025-05
2513,830.0,Headphones,172.0,2025-12-13,refunded,2025-12
2514,,Mouse,66.0,2025-04-19,completed,2025-04
2515,934.0,Charger,60.0,2026-02-23,pending,2026-02
2516,782.0,Mouse,46.0,2026-03-06,pending,2026-03
2517,14.0,SSD,116.0,2026-02-20,cancelled,2026-02
2518,32.0,Mouse,36.0,2025-11-09,completed,2025-11
2519,44.0,Charger,53.0,2025-12-20,completed,2025-12
2520,235.0,USB Cable,5.0,2025-08-30,completed,2025-08
2521,994.0,SSD,127.0,2025-12-26,refunded,2025-12
2522,180.0,Mouse,60.0,2025-12-05,pending,2025-12
2523,187.0,USB Cable,34.0,2025-12-17,cancelled,2025-12
2524,611.0,Headphones,171.0,2025-12-13,completed,2025-12
2525,342.0,Monitor,432.0,2025-10-25,pending,2025-10
2526,830.0,Webcam,109.0,2026-01-18,cancelled,2026-01
2527,448.0,Keyboard,70.0,2025-09-26,cancelled,2025-09
2528,851.0,Keyboard,94.0,2025-05-18,refunded,2025-05
2529,273.0,Charger,51.0,2025-03-26,refunded,2025-03
2530,642.0,RAM,71.0,2025-10-27,completed,2025-10
2531,603.0,Webcam,92.0,2025-11-25,refunded,2025-11
2532,21.0,Headphones,177.0,2025-09-05,pending,2025-09
2533,70.0,RAM,118.0,2025-07-19,cancelled,2025-07
2534,684.0,Mouse,35.0,2025-05-27,pending,2025-05
2535,514.0,Laptop,1241.0,2025-12-13,cancelled,2025-12
2536,509.0,Charger,75.0,2025-07-04,refunded,2025-07
2537,204.0,Webcam,87.0,2025-12-31,refunded,2025-12
2538,392.0,RAM,105.0,2025-06-17,cancelled,2025-06
2539,979.0,Mouse,24.0,2025-09-20,pending,2025-09
2540,497.0,Webcam,86.0,2025-04-10,cancelled,2025-04
2541,781.0,USB Cable,27.0,2025-09-29,pending,2025-09
2542,528.0,RAM,108.0,2025-10-02,cancelled,2025-10
2543,626.0,Webcam,101.0,2025-09-26,completed,2025-09
2544,271.0,Keyboard,121.0,2026-02-26,refunded,2026-02
2545,143.0,Laptop,1203.0,2025-07-06,refunded,2025-07
2546,926.0,SSD,164.0,2025-08-11,pending,2025-08
2547,862.0,Keyboard,107.0,2025-12-26,completed,2025-12
2548,266.0,Mouse,69.0,2026-03-07,completed,2026-03
2549,769.0,RAM,106.0,2025-04-08,refunded,2025-04
2550,86.0,Webcam,51.0,2026-03-04,cancelled,2026-03
2551,835.0,Mouse,49.0,2026-02-09,refunded,2026-02
2552,142.0,Keyboard,113.0,2025-12-16,completed,2025-12
2553,365.0,SSD,142.0,2025-08-28,pending,2025-08
2554,520.0,USB Cable,28.0,2025-07-03,completed,2025-07
2555,27.0,Headphones,174.0,2026-02-08,completed,2026-02
2556,683.0,Mouse,68.0,2025-07-17,pending,2025-07
2557,88.0,Headphones,178.0,2025-07-29,refunded,2025-07
2558,87.0,Keyboard,97.0,2025-05-23,refunded,2025-05
2559,811.0,Keyboard,103.0,2025-07-07,refunded,2025-07
2560,475.0,Charger,62.0,2025-09-18,refunded,2025-09
2561,45.0,RAM,92.0,2025-06-13,pending,2025-06
2562,810.0,Mouse,65.0,2025-05-24,refunded,2025-05
2563,507.0,SSD,151.0,2026-03-02,pending,2026-03
2564,916.0,SSD,145.0,2025-06-26,pending,2025-06
2565,110.0,Webcam,87.0,2025-10-31,refunded,2025-10
2566,907.0,RAM,129.0,2025-05-01,refunded,2025-05
2567,625.0,Charger,49.0,2025-06-16,pending,2025-06
2568,440.0,Laptop,1207.0,2025-07-03,refunded,2025-07
2569,455.0,Laptop,1199.0,2025-04-28,cancelled,2025-04
2570,956.0,USB Cable,37.0,2025-10-12,pending,2025-10
2571,556.0,SSD,118.0,2025-09-26,completed,2025-09
2572,809.0,Monitor,407.0,2025-05-24,refunded,2025-05
2573,629.0,Laptop,1246.0,2025-10-29,refunded,2025-10
2574,492.0,Keyboard,113.0,2025-04-07,refunded,2025-04
2575,23.0,RAM,123.0,2026-02-12,completed,2026-02
2576,850.0,Mouse,52.0,2025-10-06,pending,2025-10
2577,615.0,Keyboard,117.0,2025-06-03,pending,2025-06
2578,219.0,Webcam,96.0,2025-09-18,refunded,2025-09
2579,255.0,Laptop,1248.0,2026-01-18,cancelled,2026-01
2580,411.0,USB Cable,49.0,2025-08-06,completed,2025-08
2581,980.0,Headphones,188.0,2025-07-05,cancelled,2025-07
2582,632.0,Mouse,42.0,2026-03-05,cancelled,2026-03
2583,714.0,Headphones,157.0,2025-08-27,completed,2025-08
2584,866.0,Mouse,45.0,2025-09-02,refunded,2025-09
2585,67.0,SSD,118.0,2025-05-09,cancelled,2025-05
2586,560.0,Laptop,1224.0,2025-09-06,completed,2025-09
2587,565.0,Keyboard,71.0,2026-02-22,cancelled,2026-02
2588,530.0,Mouse,65.0,2025-12-11,pending,2025-12
2589,942.0,Charger,65.0,2026-02-23,refunded,2026-02
2590,632.0,SSD,149.0,2025-05-06,pending,2025-05
2591,714.0,RAM,105.0,2026-02-12,refunded,2026-02
2592,581.0,Headphones,184.0,2025-09-20,completed,2025-09
2593,322.0,Laptop,1197.0,2025-04-24,completed,2025-04
2594,696.0,Keyboard,68.0,2025-05-13,refunded,2025-05
2595,952.0,Charger,81.0,2025-07-03,completed,2025-07
2596,81.0,Charger,68.0,2025-11-23,completed,2025-11
2597,771.0,SSD,161.0,2026-03-13,refunded,2026-03
2598,421.0,Keyboard,71.0,2026-01-12,cancelled,2026-01
2599,389.0,Webcam,50.0,2025-12-21,completed,2025-12
2600,587.0,Headphones,191.0,2025-06-13,pending,2025-06
2601,257.0,Keyboard,68.0,2025-04-20,cancelled,2025-04
2602,699.0,Headphones,190.0,2025-05-20,refunded,2025-05
2603,335.0,Charger,56.0,2025-07-24,pending,2025-07
2604,319.0,USB Cable,27.0,2025-09-05,cancelled,2025-09
2605,551.0,Laptop,1226.0,2025-12-18,refunded,2025-12
2606,327.0,Monitor,402.0,2025-11-24,completed,2025-11
2607,802.0,USB Cable,16.0,2025-04-20,refunded,2025-04
2608,875.0,Keyboard,114.0,2025-11-30,refunded,2025-11
2609,112.0,Charger,65.0,2026-02-13,cancelled,2026-02
2610,948.0,Laptop,1190.0,2025-04-07,refunded,2025-04
2611,180.0,Keyboard,83.0,2025-04-29,pending,2025-04
2612,439.0,Webcam,94.0,2025-12-07,refunded,2025-12
2613,324.0,RAM,74.0,2025-09-30,refunded,2025-09
2614,288.0,Mouse,20.0,2025-06-01,cancelled,2025-06
2615,,Headphones,174.0,2025-10-14,refunded,2025-10
2616,927.0,SSD,110.0,2026-01-24,completed,2026-01
2617,406.0,Webcam,95.0,2025-11-08,refunded,2025-11
2618,896.0,Mouse,26.0,2026-03-06,cancelled,2026-03
2619,14.0,Headphones,168.0,2025-11-08,pending,2025-11
2620,270.0,Keyboard,105.0,2025-06-22,refunded,2025-06
2621,942.0,Keyboard,68.0,2025-10-24,pending,2025-10
2622,778.0,Webcam,71.0,2026-02-06,pending,2026-02
2623,748.0,Charger,80.0,2025-06-12,completed,2025-06
2624,839.0,Keyboard,88.0,2025-06-03,cancelled,2025-06
2625,131.0,Mouse,57.0,2025-09-12,pending,2025-09
2626,371.0,Headphones,143.0,2025-09-17,completed,2025-09
2627,313.0,USB Cable,18.0,2025-05-31,refunded,2025-05
2628,202.0,Mouse,22.0,2025-09-21,pending,2025-09
2629,731.0,Webcam,68.0,2025-05-11,refunded,2025-05
2630,836.0,Mouse,43.0,2025-11-11,refunded,2025-11
2631,212.0,Monitor,432.0,2025-04-25,cancelled,2025-04
2632,171.0,Webcam,60.0,2025-09-28,completed,2025-09
2633,552.0,Charger,68.0,2025-12-13,pending,2025-12
2634,363.0,Laptop,1231.0,2025-06-10,completed,2025-06
2635,803.0,Charger,40.0,2025-08-29,completed,2025-08
2636,200.0,Laptop,1214.0,2025-09-19,pending,2025-09
2637,850.0,Keyboard,82.0,2025-11-02,pending,2025-11
2638,313.0,Laptop,1192.0,2025-12-08,completed,2025-12
2639,406.0,Webcam,80.0,2025-04-07,cancelled,2025-04
2640,436.0,USB Cable,11.0,2025-11-30,cancelled,2025-11
2641,979.0,USB Cable,16.0,2025-11-03,cancelled,2025-11
2642,216.0,SSD,166.0,2025-11-09,cancelled,2025-11
2643,635.0,Monitor,420.0,2025-06-17,completed,2025-06
2644,774.0,USB Cable,15.0,2025-07-29,completed,2025-07
2645,515.0,SSD,152.0,2025-10-04,cancelled,2025-10
2646,824.0,RAM,106.0,2026-03-08,refunded,2026-03
2647,796.0,Keyboard,121.0,2026-02-08,completed,2026-02
2648,493.0,RAM,114.0,2026-01-25,pending,2026-01
2649,860.0,Webcam,93.0,2026-02-07,pending,2026-02
2650,830.0,Mouse,70.0,2025-11-23,refunded,2025-11
2651,136.0,Monitor,443.0,2025-09-19,pending,2025-09
2652,242.0,Monitor,426.0,2025-11-09,completed,2025-11
2653,662.0,SSD,141.0,2025-10-28,completed,2025-10
2654,967.0,RAM,83.0,2025-10-08,pending,2025-10
2655,51.0,RAM,105.0,2025-07-10,pending,2025-07
2656,836.0,Mouse,15.0,2025-06-12,pending,2025-06
2657,17.0,Mouse,59.0,2026-03-11,refunded,2026-03
2658,47.0,Laptop,1222.0,2026-02-15,refunded,2026-02
2659,561.0,Mouse,67.0,2025-12-28,cancelled,2025-12
2660,96.0,Headphones,143.0,2025-08-24,pending,2025-08
2661,327.0,Monitor,431.0,2025-09-03,completed,2025-09
2662,806.0,Webcam,67.0,2025-06-22,refunded,2025-06
2663,564.0,Keyboard,77.0,2025-08-26,cancelled,2025-08
2664,603.0,USB Cable,53.0,2025-05-27,completed,2025-05
2665,,Laptop,1219.0,2026-03-09,refunded,2026-03
2666,837.0,Headphones,200.0,2025-11-20,cancelled,2025-11
2667,449.0,Mouse,36.0,2025-07-29,completed,2025-07
2668,,Charger,52.0,2025-08-16,cancelled,2025-08
2669,663.0,Charger,83.0,2025-05-09,cancelled,2025-05
2670,93.0,Monitor,408.0,2026-02-09,completed,2026-02
2671,103.0,Charger,64.0,2026-01-25,cancelled,2026-01
2672,536.0,RAM,70.0,2026-02-03,cancelled,2026-02
2673,441.0,Charger,60.0,2025-10-29,pending,2025-10
2674,548.0,RAM,106.0,2025-11-30,refunded,2025-11
2675,804.0,Laptop,1223.0,2025-04-03,pending,2025-04
2676,533.0,RAM,77.0,2025-06-30,refunded,2025-06
2677,657.0,Webcam,100.0,2025-06-10,completed,2025-06
2678,606.0,Charger,36.0,2026-01-29,cancelled,2026-01
2679,466.0,Charger,26.0,2025-08-20,pending,2025-08
2680,136.0,Charger,81.0,2025-10-15,cancelled,2025-10
2681,535.0,RAM,105.0,2025-07-20,pending,2025-07
2682,81.0,SSD,164.0,2025-11-26,completed,2025-11
2683,586.0,USB Cable,59.0,2025-08-21,pending,2025-08
2684,370.0,USB Cable,32.0,2026-01-14,cancelled,2026-01
2685,499.0,Webcam,68.0,2025-08-26,completed,2025-08
2686,304.0,Charger,63.0,2025-06-27,pending,2025-06
2687,690.0,SSD,119.0,2025-04-12,cancelled,2025-04
2688,413.0,Keyboard,92.0,2025-09-17,cancelled,2025-09
2689,966.0,Webcam,71.0,2025-06-12,completed,2025-06
2690,903.0,Headphones,186.0,2025-11-11,cancelled,2025-11
2691,844.0,SSD,132.0,2025-04-09,cancelled,2025-04
2692,47.0,USB Cable,29.0,2025-09-03,pending,2025-09
2693,,USB Cable,31.0,2025-06-12,completed,2025-06
2694,752.0,Laptop,1194.0,2026-02-07,refunded,2026-02
2695,351.0,Charger,42.0,2025-10-06,completed,2025-10
2696,140.0,Headphones,194.0,2026-01-03,refunded,2026-01
2697,942.0,SSD,149.0,2025-05-03,cancelled,2025-05
2698,287.0,Laptop,1193.0,2026-03-13,completed,2026-03
2699,935.0,SSD,121.0,2025-11-02,pending,2025-11
2700,247.0,Mouse,23.0,2025-05-10,refunded,2025-05
2701,556.0,USB Cable,0.0,2025-10-07,refunded,2025-10
2702,966.0,SSD,151.0,2026-03-06,completed,2026-03
2703,999.0,Laptop,1229.0,2025-03-31,pending,2025-03
2704,112.0,Mouse,35.0,2025-08-09,pending,2025-08
2705,45.0,USB Cable,14.0,2026-01-03,refunded,2026-01
2706,205.0,Laptop,1192.0,2025-07-23,refunded,2025-07
2707,322.0,Laptop,1190.0,2025-07-31,refunded,2025-07
2708,670.0,Mouse,71.0,2025-12-29,cancelled,2025-12
2709,301.0,Monitor,441.0,2025-04-16,pending,2025-04
2710,424.0,RAM,105.0,2025-04-11,pending,2025-04
2711,135.0,RAM,86.0,2025-06-09,cancelled,2025-06
2712,424.0,Mouse,54.0,2025-10-05,pending,2025-10
2713,319.0,SSD,115.0,2026-03-19,pending,2026-03
2714,73.0,Laptop,1206.0,2026-01-24,cancelled,2026-01
2715,575.0,RAM,95.0,2025-08-15,pending,2025-08
2716,914.0,Headphones,153.0,2025-12-11,cancelled,2025-12
2717,903.0,Monitor,411.0,2025-07-08,pending,2025-07
2718,883.0,Headphones,174.0,2025-05-22,refunded,2025-05
2719,199.0,RAM,105.0,2025-08-07,pending,2025-08
2720,913.0,Headphones,199.0,2025-08-22,pending,2025-08
2721,326.0,Monitor,414.0,2025-10-12,cancelled,2025-10
2722,49.0,USB Cable,21.0,2025-06-23,completed,2025-06
2723,284.0,Laptop,1215.0,2025-03-28,cancelled,2025-03
2724,82.0,USB Cable,25.0,2026-01-27,pending,2026-01
2725,845.0,Laptop,1228.0,2025-12-25,completed,2025-12
2726,785.0,USB Cable,6.0,2025-10-02,completed,2025-10
2727,749.0,Laptop,1232.0,2025-09-23,completed,2025-09
2728,86.0,Mouse,44.0,2026-01-07,refunded,2026-01
2729,20.0,Keyboard,86.0,2025-04-08,cancelled,2025-04
2730,,Laptop,1233.0,2025-07-05,pending,2025-07
2731,735.0,RAM,93.0,2025-04-01,pending,2025-04
2732,275.0,Mouse,58.0,2025-11-10,pending,2025-11
2733,683.0,Keyboard,76.0,2025-11-30,refunded,2025-11
2734,922.0,RAM,100.0,2025-04-05,completed,2025-04
2735,778.0,Laptop,1195.0,2025-12-23,cancelled,2025-12
2736,737.0,Keyboard,123.0,2026-01-15,cancelled,2026-01
2737,703.0,RAM,86.0,2025-08-09,refunded,2025-08
2738,33.0,Webcam,68.0,2025-08-17,completed,2025-08
2739,784.0,Webcam,95.0,2026-01-17,pending,2026-01
2740,564.0,Laptop,1249.0,2026-02-07,cancelled,2026-02
2741,375.0,Laptop,1248.0,2026-02-02,pending,2026-02
2742,50.0,Laptop,1215.0,2025-04-21,cancelled,2025-04
2743,994.0,Headphones,189.0,2025-09-24,completed,2025-09
2744,122.0,Laptop,1207.0,2025-12-06,cancelled,2025-12
2745,220.0,Charger,27.0,2025-12-17,cancelled,2025-12
2746,642.0,RAM,128.0,2025-03-31,completed,2025-03
2747,345.0,RAM,109.0,2025-12-20,pending,2025-12
2748,779.0,Monitor,448.0,2025-10-08,cancelled,2025-10
2749,47.0,USB Cable,24.0,2026-02-23,completed,2026-02
2750,499.0,RAM,130.0,2025-04-27,completed,2025-04
2751,439.0,SSD,113.0,2025-10-25,completed,2025-10
2752,489.0,Headphones,142.0,2025-08-14,pending,2025-08
2753,712.0,Keyboard,110.0,2026-01-22,pending,2026-01
2754,,Headphones,177.0,2026-02-01,cancelled,2026-02
2755,403.0,Webcam,79.0,2026-01-05,refunded,2026-01
2756,343.0,USB Cable,0.0,2025-08-26,pending,2025-08
2757,12.0,Mouse,46.0,2025-12-21,pending,2025-12
2758,134.0,Charger,36.0,2025-07-12,cancelled,2025-07
2759,189.0,RAM,73.0,2025-09-07,pending,2025-09
2760,798.0,Keyboard,79.0,2025-04-29,pending,2025-04
2761,72.0,Laptop,1237.0,2026-03-13,completed,2026-03
2762,,Charger,78.0,2025-10-20,completed,2025-10
2763,783.0,SSD,145.0,2025-08-08,refunded,2025-08
2764,156.0,Mouse,20.0,2025-08-28,refunded,2025-08
2765,140.0,RAM,129.0,2025-06-13,completed,2025-06
2766,981.0,Webcam,71.0,2025-08-19,refunded,2025-08
2767,191.0,Mouse,25.0,2025-07-03,refunded,2025-07
2768,237.0,Monitor,416.0,2025-07-06,pending,2025-07
2769,145.0,Webcam,73.0,2025-12-06,cancelled,2025-12
2770,474.0,Webcam,106.0,2025-09-25,completed,2025-09
2771,930.0,Webcam,57.0,2025-08-10,completed,2025-08
2772,232.0,SSD,110.0,2026-03-22,pending,2026-03
2773,173.0,Mouse,56.0,2025-12-15,pending,2025-12
2774,538.0,Mouse,48.0,2026-03-07,refunded,2026-03
2775,580.0,Mouse,42.0,2025-12-28,completed,2025-12
2776,217.0,SSD,133.0,2025-12-10,cancelled,2025-12
2777,603.0,USB Cable,36.0,2025-09-05,refunded,2025-09
2778,721.0,Mouse,39.0,2025-10-21,completed,2025-10
2779,792.0,USB Cable,58.0,2025-04-02,pending,2025-04
2780,717.0,RAM,124.0,2025-12-31,pending,2025-12
2781,624.0,Keyboard,97.0,2025-09-03,refunded,2025-09
2782,283.0,USB Cable,56.0,2025-09-14,cancelled,2025-09
2783,527.0,Keyboard,75.0,2025-05-02,refunded,2025-05
2784,565.0,Monitor,429.0,2025-07-15,cancelled,2025-07
2785,859.0,Monitor,398.0,2025-05-15,pending,2025-05
2786,286.0,Webcam,67.0,2025-11-09,pending,2025-11
2787,881.0,SSD,157.0,2025-04-23,completed,2025-04
2788,980.0,USB Cable,36.0,2025-10-15,pending,2025-10
2789,754.0,Laptop,1198.0,2025-06-08,completed,2025-06
2790,284.0,Keyboard,79.0,2026-03-03,pending,2026-03
2791,368.0,Keyboard,109.0,2025-10-27,completed,2025-10
2792,43.0,Keyboard,97.0,2025-04-23,completed,2025-04
2793,417.0,Headphones,172.0,2025-08-18,pending,2025-08
2794,59.0,USB Cable,45.0,2026-01-24,pending,2026-01
2795,471.0,USB Cable,25.0,2025-10-01,completed,2025-10
2796,787.0,Mouse,58.0,2026-01-25,completed,2026-01
2797,92.0,Charger,68.0,2025-12-27,completed,2025-12
2798,623.0,Laptop,1245.0,2025-04-14,pending,2025-04
2799,224.0,Mouse,75.0,2025-09-20,completed,2025-09
2800,760.0,SSD,162.0,2025-08-21,cancelled,2025-08
2801,167.0,Keyboard,101.0,2025-12-20,completed,2025-12
2802,122.0,Charger,56.0,2026-01-23,completed,2026-01
2803,571.0,USB Cable,53.0,2025-04-06,refunded,2025-04
2804,472.0,Laptop,1214.0,2025-12-01,pending,2025-12
2805,87.0,RAM,102.0,2025-10-29,refunded,2025-10
2806,596.0,Headphones,189.0,2026-02-05,cancelled,2026-02
2807,989.0,Charger,50.0,2025-06-30,pending,2025-06
2808,194.0,Monitor,426.0,2025-06-08,refunded,2025-06
2809,620.0,Charger,35.0,2025-10-15,refunded,2025-10
2810,395.0,Keyboard,92.0,2025-09-18,completed,2025-09
2811,262.0,Monitor,440.0,2025-09-22,refunded,2025-09
2812,757.0,USB Cable,60.0,2026-03-10,cancelled,2026-03
2813,696.0,SSD,164.0,2025-06-18,completed,2025-06
2814,609.0,RAM,76.0,2025-09-08,refunded,2025-09
2815,319.0,Mouse,57.0,2025-09-16,refunded,2025-09
2816,347.0,Monitor,446.0,2025-10-13,pending,2025-10
2817,289.0,Webcam,61.0,2025-12-19,cancelled,2025-12
2818,242.0,Monitor,405.0,2025-12-17,cancelled,2025-12
2819,36.0,Monitor,394.0,2026-02-24,completed,2026-02
2820,685.0,SSD,141.0,2025-08-26,refunded,2025-08
2821,274.0,USB Cable,55.0,2025-04-21,refunded,2025-04
2822,707.0,RAM,113.0,2025-05-09,cancelled,2025-05
2823,412.0,RAM,115.0,2025-03-28,cancelled,2025-03
2824,939.0,USB Cable,60.0,2025-09-30,pending,2025-09
2825,380.0,RAM,100.0,2025-05-07,cancelled,2025-05
2826,609.0,SSD,134.0,2025-06-04,completed,2025-06
2827,,Mouse,26.0,2026-02-05,cancelled,2026-02
2828,715.0,Laptop,1226.0,2025-05-04,cancelled,2025-05
2829,940.0,Headphones,172.0,2026-02-11,completed,2026-02
2830,409.0,RAM,79.0,2025-09-21,cancelled,2025-09
2831,391.0,Charger,44.0,2025-11-08,refunded,2025-11
2832,246.0,Laptop,1219.0,2025-10-01,cancelled,2025-10
2833,735.0,RAM,77.0,2025-05-14,cancelled,2025-05
2834,834.0,Headphones,143.0,2026-02-06,cancelled,2026-02
2835,254.0,Keyboard,125.0,2025-08-24,refunded,2025-08
2836,325.0,Headphones,153.0,2025-03-27,completed,2025-03
2837,674.0,Webcam,64.0,2025-05-06,completed,2025-05
2838,19.0,Laptop,1224.0,2026-03-23,completed,2026-03
2839,365.0,Keyboard,74.0,2025-12-12,completed,2025-12
2840,458.0,Mouse,73.0,2026-02-09,cancelled,2026-02
2841,836.0,Headphones,187.0,2025-07-01,pending,2025-07
2842,817.0,Webcam,66.0,2025-07-19,cancelled,2025-07
2843,696.0,Webcam,53.0,2026-02-12,completed,2026-02
2844,168.0,Laptop,1234.0,2025-10-16,refunded,2025-10
2845,841.0,Keyboard,79.0,2025-05-23,refunded,2025-05
2846,441.0,Charger,68.0,2025-07-08,cancelled,2025-07
2847,4.0,Mouse,32.0,2025-11-29,completed,2025-11
2848,782.0,USB Cable,52.0,2026-01-11,pending,2026-01
2849,65.0,Laptop,1249.0,2026-03-07,cancelled,2026-03
2850,47.0,Laptop,1191.0,2025-08-06,pending,2025-08
2851,747.0,Keyboard,69.0,2025-10-31,cancelled,2025-10
2852,868.0,Monitor,397.0,2025-09-12,refunded,2025-09
2853,991.0,RAM,114.0,2025-06-09,completed,2025-06
2854,408.0,SSD,161.0,2025-07-22,completed,2025-07
2855,36.0,Monitor,397.0,2025-12-22,pending,2025-12
2856,727.0,Keyboard,98.0,2026-03-23,refunded,2026-03
2857,616.0,Keyboard,101.0,2026-02-26,refunded,2026-02
2858,737.0,USB Cable,39.0,2025-05-23,cancelled,2025-05
2859,700.0,Monitor,448.0,2025-12-10,pending,2025-12
2860,710.0,Webcam,64.0,2025-09-13,pending,2025-09
2861,179.0,Laptop,1208.0,2025-07-18,cancelled,2025-07
2862,849.0,Monitor,440.0,2025-05-28,cancelled,2025-05
2863,438.0,Mouse,47.0,2025-09-12,cancelled,2025-09
2864,94.0,Laptop,1225.0,2026-03-22,refunded,2026-03
2865,622.0,Webcam,100.0,2025-03-26,completed,2025-03
2866,850.0,Monitor,414.0,2025-12-05,completed,2025-12
2867,160.0,Charger,31.0,2025-06-04,cancelled,2025-06
2868,567.0,Monitor,447.0,2025-04-27,pending,2025-04
2869,505.0,Charger,84.0,2025-09-07,cancelled,2025-09
